Auckland,Christchurch,Dunedin,Hamilton,Lower Hutt,North Shore,Tauranga,Waitakere,Wellington
14.052,9.962,8.447000000000001,13.193,12.049,14.052,12.995,14.052,12.049
14.42,9.57,8.947000000000001,13.826,12.092,14.42,13.337,14.42,12.092
18.16,15.009,14.433,18.165,16.814,18.16,17.206,18.16,16.814
18.853,14.265,13.563,18.763,16.692,18.853,17.563,18.853,16.692
18.751,13.289,12.499,18.34800000000001,16.157,18.751,17.248,18.751,16.157
17.346,10.78,8.994,16.169999999999998,13.788,17.346,15.422,17.346,13.788
16.967,11.652,8.392999999999999,15.32,14.316,16.967,14.912,16.967,14.316
13.182,7.893,3.878,10.646,10.265999999999998,13.182,10.98,13.182,10.265999999999998
12.299,6.91,1.737,9.42,9.389,12.299,9.808,12.299,9.389
11.428999999999998,5.789,0.6090000000000001,8.568999999999999,8.391,11.428999999999998,9.248,11.428999999999998,8.391
12.609000000000002,8.01,3.919,10.515999999999998,10.417,12.609000000000002,11.026,12.609000000000002,10.417
12.253,8.16,5.475,10.844,10.372,12.253,10.908,12.253,10.372
14.816,10.683,9.11,14.031,12.89,14.816,13.743,14.816,12.89
15.58,11.156,10.109,15.081,13.621,15.58,14.653,15.58,13.621
16.558,11.567,10.941,16.171,14.161,16.558,15.425,16.558,14.161
17.884,12.868,12.108,17.625,15.469,17.884,16.825,17.884,15.469
17.703,11.534,10.334,17.021,14.528000000000002,17.703,16.169999999999998,17.703,14.528000000000002
18.073,12.359000000000002,10.479,17.014,15.18,18.073,16.252,18.073,15.18
15.72,9.978,6.7170000000000005,13.923,12.845,15.72,13.569,15.72,12.845
14.532,8.793999999999999,4.183,12.154000000000002,11.593,14.532,12.311,14.532,11.593
11.855,5.546,0.244,8.806000000000003,8.316,11.855,9.242,11.855,8.316
11.142,5.675,0.6080000000000001,8.376999999999999,8.308,11.142,8.936,11.142,8.308
11.788,7.689,3.705,9.54,9.61,11.788,9.755,11.788,9.61
12.469,8.276,5.522,11.047,10.324000000000002,12.469,10.88,12.469,10.324000000000002
13.319,9.033,7.7269999999999985,12.342,11.094,13.319,11.639,13.319,11.094
15.908,11.541,10.575,15.463,14.076,15.908,14.733,15.908,14.076
18.768,13.608,12.818,18.501,16.442999999999998,18.768,17.558,18.768,16.442999999999998
20.11,14.779000000000002,14.159,19.919,17.408,20.11,18.718,20.11,17.408
21.319000000000003,16.39,15.667,21.216,18.99,21.319000000000003,20.101,21.319000000000003,18.99
20.194000000000003,14.355,12.245,19.324,17.522000000000002,20.194000000000003,18.259,20.194000000000003,17.522000000000002
19.676,13.072,9.466,18.162,16.323,19.676,17.819000000000003,19.676,16.323
15.625,9.847,5.941,13.352,12.795,15.625,13.439,15.625,12.795
12.975,6.905,1.4300000000000002,10.159,9.9,12.975,10.640999999999998,12.975,9.9
11.947,4.855,-0.6159999999999999,9.0,8.197999999999999,11.947,9.658,11.947,8.197999999999999
12.287,7.221999999999999,3.401,10.009,9.573,12.287,10.635,12.287,9.573
12.97,8.527999999999999,5.9510000000000005,11.531,10.769,12.97,11.45,12.97,10.769
14.132,10.267,8.981,13.289,12.390999999999998,14.132,13.151000000000002,14.132,12.390999999999998
16.812,11.496,10.404000000000002,16.21,14.333,16.812,15.53,16.812,14.333
16.660999999999998,11.813,10.987,16.189999999999998,14.068,16.660999999999998,15.543,16.660999999999998,14.068
17.189999999999998,12.049,11.092,16.784000000000002,14.732,17.189999999999998,16.177,17.189999999999998,14.732
17.863,13.148,12.302,17.493000000000002,15.639,17.863,16.526,17.863,15.639
18.413,13.159,11.351,17.375,15.630999999999998,18.413,16.076999999999998,18.413,15.630999999999998
16.596999999999998,11.179,8.064,14.837,13.701,16.596999999999998,14.376,16.596999999999998,13.701
14.779000000000002,9.236,4.57,12.388,11.765999999999998,14.779000000000002,12.41,14.779000000000002,11.765999999999998
13.961,7.874,2.648,11.196,10.962,13.961,11.577,13.961,10.962
10.784,4.44,-0.8719999999999999,7.7879999999999985,7.228999999999999,10.784,8.386000000000001,10.784,7.228999999999999
12.05,6.126,1.768,9.811,9.312,12.05,10.293,12.05,9.312
12.697,8.212,5.827999999999999,11.357,10.597,12.697,11.271,12.697,10.597
13.005999999999998,9.218,8.025,12.252,11.326,13.005999999999998,11.751,13.005999999999998,11.326
15.112,11.675999999999998,11.057,14.732,13.644,15.112,13.832,15.112,13.644
16.899,14.024,13.533,16.773,15.54,16.899,15.805,16.899,15.54
19.041,14.761,13.788,19.146,17.372,19.041,18.239,19.041,17.372
18.45,12.636,11.375,18.007,15.840000000000002,18.45,17.5,18.45,15.840000000000002
17.266000000000002,11.751,10.219,16.057000000000002,14.16,17.266000000000002,15.469,17.266000000000002,14.16
14.651999999999996,9.262,6.329,12.856,11.648,14.651999999999996,12.547,14.651999999999996,11.648
13.129,7.9289999999999985,3.627,10.715,10.318,13.129,10.848,13.129,10.318
12.220999999999998,6.729,1.85,9.449,9.419,12.220999999999998,9.785,12.220999999999998,9.419
11.294,6.351,1.39,8.564,8.683,11.294,8.979999999999997,11.294,8.683
12.398,7.627999999999999,3.556,10.321,10.078,12.398,10.76,12.398,10.078
13.026,8.703,6.082000000000001,11.729,11.192,13.026,11.72,13.026,11.192
13.672,9.736,8.232999999999999,12.728000000000002,11.468,13.672,12.369000000000002,13.672,11.468
14.531,10.637,10.001,13.955,12.636,14.531,13.254,14.531,12.636
18.112,13.781,13.034,17.875999999999994,15.92,18.112,17.187,18.112,15.92
19.342,14.768,13.797,19.311,17.317,19.342,18.454,19.342,17.317
19.227,14.159,13.236,18.773,16.377000000000002,19.227,17.858999999999995,19.227,16.377000000000002
18.847,13.575,12.018,17.939,16.244,18.847,17.179000000000002,18.847,16.244
15.483999999999998,9.348,6.3420000000000005,13.619000000000002,12.4,15.483999999999998,13.319,15.483999999999998,12.4
14.57,8.849,4.301,12.084,11.501,14.57,12.255999999999998,14.57,11.501
11.961,5.327000000000001,0.1029999999999999,8.892000000000001,8.331,11.961,9.387,11.961,8.331
11.809,6.113,1.253,8.928999999999998,8.756,11.809,9.525,11.809,8.756
11.423,5.954,1.751,9.059,8.373000000000001,11.423,9.462,11.423,8.373000000000001
12.673,8.541,6.109,11.058,10.427,12.673,10.958,12.673,10.427
13.005,8.892999999999999,7.372999999999998,12.095,10.986,13.005,11.673,13.005,10.986
15.157,10.729,9.471,14.661,13.323,15.157,14.393,15.157,13.323
17.156,11.927,11.004,16.83,14.754,17.156,16.05,17.156,14.754
17.557000000000002,12.978,12.325,17.357,15.25,17.557000000000002,16.416,17.557000000000002,15.25
18.261,13.259,12.423,17.85,15.653000000000002,18.261,16.801,18.261,15.653000000000002
18.65,12.194,10.416,17.465,15.123,18.65,16.679000000000002,18.65,15.123
16.965,10.837,7.551,15.237,13.974,16.965,15.323,16.965,13.974
14.903,9.23,4.361000000000001,12.535,11.983,14.903,13.017,14.903,11.983
12.548,7.563,2.392,9.68,9.849,12.548,10.073,12.548,9.849
12.788,6.533,1.3019999999999998,9.924,9.473,12.788,10.731,12.788,9.473
12.524,7.314999999999999,3.4160000000000004,10.362,9.94,12.524,10.828,12.524,9.94
13.25,9.009,6.461,11.714,11.078,13.25,11.794,13.25,11.078
15.095999999999998,10.294,8.583,14.117,12.921,15.095999999999998,13.738,15.095999999999998,12.921
15.865,11.361,10.278,15.342,13.759,15.865,14.832999999999998,15.865,13.759
17.069000000000003,11.739,10.994000000000002,16.669999999999998,14.446,17.069000000000003,16.204,17.069000000000003,14.446
18.733,13.798,13.038,18.524,16.336,18.733,17.512999999999998,18.733,16.336
19.284,13.595,12.428,18.87,16.660999999999998,19.284,18.24,19.284,16.660999999999998
17.651,11.811,9.851,16.654,14.848,17.651,15.982,17.651,14.848
16.522000000000002,10.965,8.04,14.708,13.632,16.522000000000002,14.465,16.522000000000002,13.632
13.943,7.552999999999999,3.337,11.34,10.405,13.943,11.738,13.943,10.405
13.261,6.95,1.3219999999999998,10.436,10.098,13.261,11.161,13.261,10.098
11.757,5.529999999999999,0.2820000000000001,8.876,8.41,11.757,9.548,11.757,8.41
11.332,5.715,1.622,8.995,8.322000000000001,11.332,9.491,11.332,8.322000000000001
12.665,7.745,4.883,11.222,10.42,12.665,11.47,12.665,10.42
13.47,8.943999999999999,7.462999999999999,12.508,11.259,13.47,12.219,13.47,11.259
15.941,11.708,10.662,15.43,13.901,15.941,14.836,15.941,13.901
18.136,13.635,12.692,17.961,16.28,18.136,17.038999999999998,18.136,16.28
19.311,14.37,13.579,19.133,16.623,19.311,17.828,19.311,16.623
19.432,14.088,12.99,19.061,16.857000000000006,19.432,18.077,19.432,16.857000000000006
18.469,12.767,10.924,17.496,15.578,18.469,16.794999999999998,18.469,15.578
16.979,11.733,8.472000000000001,15.365,14.483,16.979,15.166,16.979,14.483
13.787999999999998,8.176,3.761,11.34,10.871,13.787999999999998,11.556,13.787999999999998,10.871
12.196,6.415,1.128,9.358,9.269,12.196,10.141,12.196,9.269
11.969,6.481999999999998,1.278,9.149,9.082,11.969,9.827,11.969,9.082
12.025,6.312,2.108,9.778,9.144,12.025,10.383,12.025,9.144
12.321,7.895,5.109,10.998,10.302,12.321,11.134,12.321,10.302
14.106,9.498,7.593,13.254,11.911,14.106,13.127,14.106,11.911
15.413,11.05,9.874,14.925999999999998,13.425,15.413,14.56,15.413,13.425
16.236,11.621,10.911,15.830999999999998,14.034,16.236,15.344,16.236,14.034
18.948,14.309,13.699000000000002,18.863,16.75,18.948,18.06,18.948,16.75
18.955,14.347,13.473,18.709,16.667,18.955,17.703,18.955,16.667
17.692999999999998,12.217,10.227,16.706,15.154000000000002,17.692999999999998,16.387999999999998,17.692999999999998,15.154000000000002
16.552,10.658,7.317,14.714,13.451,16.552,14.549,16.552,13.451
13.627,7.893,3.346,11.045,10.501,13.627,11.427,13.627,10.501
11.292,5.732,0.4080000000000001,8.562999999999999,8.524000000000001,11.292,9.3,11.292,8.524000000000001
11.283,5.002,-0.1439999999999999,8.427,8.062000000000001,11.283,9.076,11.283,8.062000000000001
13.25,8.075,3.874,10.977,10.494000000000002,13.25,11.302,13.25,10.494000000000002
12.713,8.524,5.698,11.319,10.728000000000002,12.713,11.263,12.713,10.728000000000002
12.783,8.085,6.537000000000001,11.823,10.437,12.783,11.416,12.783,10.437
15.876,11.975,10.668,15.515999999999998,14.193,15.876,15.155,15.876,14.193
15.612,10.748,9.683,15.182,13.263,15.612,14.528,15.612,13.263
17.805999999999994,13.097,12.424,17.704,15.663,17.805999999999994,16.858,17.805999999999994,15.663
19.461,13.925,12.941,18.902,16.407,19.461,17.864,19.461,16.407
18.507,13.11,11.451,17.520999999999994,15.503,18.507,16.552999999999994,18.507,15.503
17.328999999999994,10.832,7.513999999999999,15.405,13.85,17.328999999999994,15.072,17.328999999999994,13.85
15.643,9.203,4.287,13.271,12.436,15.643,13.588,15.643,12.436
13.796,6.882999999999999,1.324,10.769,10.056,13.796,11.372,13.796,10.056
13.252,7.0360000000000005,1.564,10.494000000000002,10.128,13.252,11.246,13.252,10.128
12.718,7.155,2.77,10.395,9.873,12.718,10.781,12.718,9.873
13.325,8.459,5.545,11.845999999999998,11.076,13.325,12.069,13.325,11.076
13.708,8.696,6.933999999999998,12.718,11.358,13.708,12.603000000000002,13.708,11.358
13.955,8.347999999999999,7.283999999999999,13.168,11.254,13.955,12.586,13.955,11.254
16.037,11.442,10.512,15.711999999999998,13.949000000000002,16.037,15.214,16.037,13.949000000000002
17.241999999999994,12.655,11.847,17.037,15.139,17.241999999999994,16.142,17.241999999999994,15.139
18.059,13.246,12.404000000000002,17.744,15.827000000000002,18.059,16.65,18.059,15.827000000000002
17.980999999999998,13.164,11.548,17.041999999999998,15.327,17.980999999999998,15.959,17.980999999999998,15.327
16.759999999999998,10.401,7.125,14.9,13.406,16.759999999999998,14.541,16.759999999999998,13.406
14.438,8.997,4.597,12.123,11.688,14.438,12.380999999999998,14.438,11.688
13.148,6.772,1.1960000000000002,10.232,9.799,13.148,10.892,13.148,9.799
12.419,6.39,1.259,9.603,9.224,12.419,10.229,12.419,9.224
12.162,7.802,3.612,9.931,9.826,12.162,10.284,12.162,9.826
12.995,9.057,6.492000000000001,11.507,10.937,12.995,11.655,12.995,10.937
13.955,9.529,7.83,13.102,12.06,13.955,12.975,13.955,12.06
15.047,11.981,11.214,14.639,13.615,15.047,13.908,15.047,13.615
17.872,13.571000000000002,12.605,17.683,15.903,17.872,16.57,17.872,15.903
19.243,15.143,14.184,19.228,17.622,19.243,18.05,19.243,17.622
19.159,13.817,12.782,18.909,16.735000000000007,19.159,17.503,19.159,16.735000000000007
19.518,13.224,11.183,18.544,16.423,19.518,17.829,19.518,16.423
16.974999999999998,10.778,7.401,15.137,13.720999999999998,16.974999999999998,14.864,16.974999999999998,13.720999999999998
15.071,9.202,4.524,12.595,11.951,15.071,12.902,15.071,11.951
12.51,6.664,1.372,9.65,9.343,12.51,10.289,12.51,9.343
13.058,7.290999999999999,1.968,10.261,9.902,13.058,10.861999999999998,13.058,9.902
12.101,7.351,3.32,9.846,9.677,12.101,10.264,12.101,9.677
13.704,8.833,5.936,12.241,11.486,13.704,12.424,13.704,11.486
14.598,9.338,7.715,13.412,11.725,14.598,13.236,14.598,11.725
15.767,10.79,9.662,15.059,13.219,15.767,14.509,15.767,13.219
17.104,12.943,12.152,16.886999999999997,15.396,17.104,16.121,17.104,15.396
18.052,12.803,12.228,17.747,15.361,18.052,16.56,18.052,15.361
19.873,15.291,14.302,19.552,17.599,19.873,18.787,19.873,17.599
17.997,12.204,10.15,16.86,14.89,17.997,16.055999999999994,17.997,14.89
14.768999999999998,9.607,6.532,12.951,12.007,14.768999999999998,12.795,14.768999999999998,12.007
14.386,8.588999999999999,3.918,12.003,11.474,14.386,12.197,14.386,11.474
13.634,7.0360000000000005,1.944,10.713,9.949,13.634,11.157,13.634,9.949
13.202,7.556999999999999,2.245,10.515,10.418,13.202,11.155,13.202,10.418
12.066,6.732,2.757,9.924,9.436,12.066,10.634,12.066,9.436
12.737,8.113999999999999,5.312,11.181,10.362,12.737,11.165,12.737,10.362
14.812,11.153,9.547,14.071000000000002,12.899,14.812,13.857,14.812,12.899
15.903,11.02,10.014,15.251,13.379,15.903,14.606,15.903,13.379
16.935,12.308,11.317,16.644000000000002,14.917,16.935,16.093,16.935,14.917
18.955,14.122,13.380999999999998,18.784,16.494,18.955,17.732,18.955,16.494
19.015,13.255999999999998,12.203,18.252,15.854,19.015,17.284000000000002,19.015,15.854
18.222,12.002,9.891,17.034999999999997,14.871,18.222,16.211,18.222,14.871
16.543,10.021999999999998,6.867999999999999,14.574000000000002,12.781,16.543,14.284,16.543,12.781
16.721999999999998,10.249,5.04,14.311,13.448,16.721999999999998,14.351,16.721999999999998,13.448
13.608,6.542999999999999,1.4069999999999998,10.55,9.649,13.608,10.982,13.608,9.649
12.036,6.669,1.681,9.252,9.019,12.036,9.928999999999998,12.036,9.019
11.942,6.234999999999999,2.157,9.59,8.921000000000003,11.942,9.973,11.942,8.921000000000003
13.152,8.82,6.232,11.726,10.892,13.152,11.616,13.152,10.892
14.561,10.401,9.076,13.627,12.282,14.561,13.08,14.561,12.282
16.669,11.769,10.386,16.159000000000002,14.407,16.669,15.354,16.669,14.407
18.328,12.625,11.896,17.866,15.319,18.328,17.184,18.328,15.319
18.814,13.196,12.433,18.582,15.945,18.814,17.238,18.814,15.945
18.693,13.512,12.634,18.359,16.32,18.693,17.224999999999998,18.693,16.32
18.666,13.094,11.53,17.662,15.695,18.666,16.887,18.666,15.695
16.631999999999998,11.06,8.091000000000001,14.93,13.719,16.631999999999998,14.703,16.631999999999998,13.719
13.71,7.85,3.31,11.291,10.628,13.71,11.674,13.71,10.628
11.569,5.321000000000001,0.272,8.625,8.272,11.569,9.342,11.569,8.272
12.105,6.473,1.289,9.268,9.064,12.105,9.811,12.105,9.064
11.292,6.025,1.859,9.019,8.617,11.292,9.528,11.292,8.617
12.679,8.668,5.91,11.351,10.826,12.679,11.31,12.679,10.826
13.965,9.542,8.049999999999999,13.19,11.958,13.965,12.890999999999998,13.965,11.958
15.640999999999998,11.105,10.213,15.2,13.519,15.640999999999998,14.924,15.640999999999998,13.519
15.953,11.388,10.896,15.627,13.793,15.953,14.983,15.953,13.793
17.421,12.555,11.692,17.247,15.299,17.421,16.793,17.421,15.299
20.088,14.11,12.889,19.627,17.046000000000006,20.088,18.495,20.088,17.046000000000006
17.824,12.215,10.428,16.738,14.844,17.824,16.073,17.824,14.844
16.273,11.024,7.866,14.616,13.671,16.273,14.458,16.273,13.671
14.356,8.809,4.211,12.008,11.635,14.356,12.291,14.356,11.635
13.632,6.448,0.81,10.678,9.899,13.632,11.168,13.632,9.899
11.157,5.593,0.659,8.286999999999999,8.141,11.157,9.016,11.157,8.141
12.773,7.612,3.404,10.503,9.972,12.773,10.853,12.773,9.972
12.679,9.183,6.485,11.4,11.08,12.679,11.496,12.679,11.08
14.294,10.145,8.668,13.499,12.422,14.294,13.167000000000002,14.294,12.422
15.432,10.788,9.601,15.019,13.489,15.432,14.479,15.432,13.489
16.973,13.56,13.183,16.947,15.511,16.973,16.055999999999997,16.973,15.511
17.535999999999998,13.171,12.69,17.393,15.181,17.535999999999998,16.162,17.535999999999998,15.181
18.137,13.06,12.09,17.78,15.597,18.137,16.723,18.137,15.597
18.328,12.472,10.73,17.253999999999998,15.237,18.328,16.451999999999998,18.328,15.237
16.615,10.379,7.357,14.72,12.953,16.615,14.546,16.615,12.953
15.268,8.947999999999997,3.938,12.691,11.745,15.268,12.852,15.268,11.745
13.568,6.671,0.6859999999999999,10.621,9.952,13.568,11.294,13.568,9.952
11.785,6.2410000000000005,0.996,9.055,8.982999999999997,11.785,9.658,11.785,8.982999999999997
12.434,7.537999999999999,3.172,10.198,10.043,12.434,10.353,12.434,10.043
13.335,8.326,5.716,12.017,11.105,13.335,12.05,13.335,11.105
13.722,8.865,7.561,12.849,11.417,13.722,12.345,13.722,11.417
16.486,12.192,11.19,16.045,14.53,16.486,15.782,16.486,14.53
18.215,12.699000000000002,12.108,17.759999999999994,15.422,18.215,16.976,18.215,15.422
19.361,13.5,12.744000000000002,18.957,16.303,19.361,17.656,19.361,16.303
20.483,14.845,13.86,20.067,17.449,20.483,18.946,20.483,17.449
18.978,13.621,11.859000000000002,18.289,16.785999999999998,18.978,17.491999999999994,18.978,16.785999999999998
15.813,10.021,6.964,14.138,12.821,15.813,13.936,15.813,12.821
15.14,9.575,5.752999999999999,12.758,12.402,15.14,12.876,15.14,12.402
13.431,8.247,3.193,10.77,10.982,13.431,11.151,13.431,10.982
12.243,5.843999999999999,0.8390000000000001,9.477,9.15,12.243,10.072,12.243,9.15
11.800999999999998,6.5760000000000005,2.5660000000000003,9.675,9.283,11.800999999999998,10.122,11.800999999999998,9.283
12.404000000000002,7.919,5.421,11.101,10.505,12.404000000000002,10.987,12.404000000000002,10.505
13.111,9.529,8.45,12.224,11.179,13.111,11.824000000000002,13.111,11.179
16.694000000000003,12.671,12.021,16.345,14.517,16.694000000000003,15.732,16.694000000000003,14.517
17.826999999999995,12.812,11.951,17.58,15.319,17.826999999999995,16.602,17.826999999999995,15.319
19.106,14.147,13.57,18.893,16.485,19.106,17.820999999999998,19.106,16.485
21.456,14.462,13.03,21.122,17.908,21.456,20.123,21.456,17.908
19.643,13.033,11.117,18.579,16.243,19.643,17.512999999999998,19.643,16.243
17.72,11.868,8.562000000000001,15.903,14.467,17.72,15.557,17.72,14.467
16.236,9.945,5.593,13.775,12.918,16.236,13.893,16.236,12.918
12.637,6.436,1.109,9.59,9.029,12.637,10.19,12.637,9.029
11.357,5.537999999999999,0.219,8.594999999999999,8.469,11.357,9.403,11.357,8.469
12.804,7.522,3.096,10.645,10.303,12.804,11.223,12.804,10.303
13.262,9.057,6.364,11.848999999999998,11.064,13.262,12.109000000000002,13.262,11.064
14.513,10.652,9.512,13.71,12.655,14.513,13.32,14.513,12.655
15.477,11.46,10.514,14.996,13.705,15.477,14.693,15.477,13.705
17.959,13.630999999999998,13.078,17.639,15.513,17.959,16.597,17.959,15.513
20.166,16.459,16.123,20.38,18.474,20.166,19.335,20.166,18.474
19.753,14.048,12.994000000000002,19.342,16.881,19.753,18.115,19.753,16.881
18.07,12.227,10.531,17.0,14.894,18.07,15.881999999999998,18.07,14.894
19.285,13.097,9.816,17.698,16.168,19.285,17.339000000000002,19.285,16.168
15.775,8.899,4.105,13.463,12.56,15.775,13.82,15.775,12.56
14.114,7.91,2.891,11.241,10.78,14.114,11.692,14.114,10.78
12.334,6.496,1.127,9.534,9.374,12.334,10.27,12.334,9.374
12.4,6.732,2.833,10.075,9.364,12.4,10.503,12.4,9.364
13.129,8.769,6.566,11.742,11.097,13.129,11.693,13.129,11.097
14.655,10.048,8.913,13.889,12.686,14.655,13.569,14.655,12.686
15.890999999999998,11.408,10.746,15.462,14.022,15.890999999999998,15.06,15.890999999999998,14.022
17.337,13.09,12.821,17.090999999999998,15.457,17.337,16.421,17.337,15.457
18.789,14.259,13.568,18.763,17.026,18.789,17.797,18.789,17.026
20.334,14.929,13.927,20.161,17.899,20.334,18.975,20.334,17.899
19.104,14.017,12.175999999999998,18.439,17.163,19.104,17.587999999999994,19.104,17.163
17.025,11.707,8.44,15.569,14.805,17.025,15.233,17.025,14.805
15.485,9.311,4.629,13.135,12.459,15.485,13.296,15.485,12.459
12.765,7.158,2.12,10.115,10.093,12.765,10.718,12.765,10.093
11.02,5.835,0.6040000000000001,8.200999999999999,8.376999999999999,11.02,9.137,11.02,8.376999999999999
12.821,7.476,3.07,10.639,10.355,12.821,11.005999999999998,12.821,10.355
13.045,8.509,6.108,11.635,10.894,13.045,11.727,13.045,10.894
13.137,8.950000000000003,7.252000000000001,12.344,11.389,13.137,12.104,13.137,11.389
15.64,10.857,9.633,15.165,13.497,15.64,14.751,15.64,13.497
16.474,11.622,10.912,16.151999999999994,14.063,16.474,15.890999999999998,16.474,14.063
18.273,12.623,12.087,18.124,15.635,18.273,17.406,18.273,15.635
20.628,14.776,13.764,20.475,17.839000000000006,20.628,19.366,20.628,17.839000000000006
19.476,13.640999999999998,11.890999999999998,18.603,16.631999999999998,19.476,17.828,19.476,16.631999999999998
15.711,9.841,6.768,13.929,12.67,15.711,13.81,15.711,12.67
14.989999999999998,8.868,3.793,12.630999999999998,11.932,14.989999999999998,13.212,14.989999999999998,11.932
13.085,6.96,2.242,10.031,9.621,13.085,10.61,13.085,9.621
11.979,4.917999999999998,-0.3979999999999999,8.966999999999997,8.388,11.979,9.71,11.979,8.388
12.581,7.138999999999999,2.9610000000000003,10.211,9.713,12.581,10.593,12.581,9.713
12.681,7.811,5.729,11.103,10.195,12.681,10.890999999999998,12.681,10.195
15.224,10.618,9.128,14.464,13.265,15.224,14.121,15.224,13.265
16.198,12.283,11.491,15.771,14.196,16.198,15.175999999999998,16.198,14.196
18.508,13.354,12.248,18.36,16.378,18.508,17.680999999999997,18.508,16.378
19.758,14.732,14.541,19.671,17.437,19.758,18.48,19.758,17.437
19.091,13.925999999999998,13.19,18.832,16.711000000000002,19.091,17.817999999999994,19.091,16.711000000000002
18.7,13.01,11.081,17.863,16.000999999999998,18.7,16.936999999999998,18.7,16.000999999999998
16.282999999999998,11.158,8.324,14.564,13.611,16.282999999999998,14.3,16.282999999999998,13.611
13.058,6.613999999999999,1.958,10.492,9.577,13.058,11.082,13.058,9.577
11.84,6.692,1.937,8.912,8.946,11.84,9.605,11.84,8.946
12.032,6.409,1.806,9.176,9.093,12.032,9.757,12.032,9.093
12.503,6.88,3.006,10.183,9.75,12.503,10.542,12.503,9.75
13.279000000000002,8.995,6.4270000000000005,11.903,11.300999999999998,13.279000000000002,11.904000000000002,13.279000000000002,11.300999999999998
13.892,8.279,6.984999999999999,12.776000000000002,10.832,13.892,12.357,13.892,10.832
15.822,11.509,10.53,15.281,13.595999999999998,15.822,14.686,15.822,13.595999999999998
18.282,12.867,12.106,18.018,15.7,18.282,16.902,18.282,15.7
18.997,14.239,13.773,19.061,16.932000000000002,18.997,17.896,18.997,16.932000000000002
19.518,13.535,12.536,19.129,16.555999999999997,19.518,18.169,19.518,16.555999999999997
17.629,11.831,10.121,16.639999999999993,14.708,17.629,15.671,17.629,14.708
15.932,10.738,7.987,14.283,13.303,15.932,14.046,15.932,13.303
15.43,9.253,4.63,13.004,12.25,15.43,13.16,15.43,12.25
13.328,7.27,1.771,10.418,10.265,13.328,11.025,13.328,10.265
11.928,7.004,2.0420000000000003,9.23,9.46,11.928,9.999,11.928,9.46
11.975,6.76,2.6710000000000003,9.64,8.96,11.975,10.015,11.975,8.96
13.562,8.442,5.612,12.171,11.048,13.562,12.154000000000002,13.562,11.048
14.312,10.573,9.243,13.63,12.885,14.312,13.216,14.312,12.885
15.646,11.108,10.328,15.16,13.550999999999998,15.646,14.528,15.646,13.550999999999998
16.014,12.049,11.611,15.916,14.275,16.014,14.977,16.014,14.275
18.515,13.630999999999998,13.07,18.549,16.381,18.515,17.026,18.515,16.381
18.971,14.02,12.779000000000002,18.635,16.759,18.971,17.727,18.971,16.759
18.124,11.695,10.051,16.976999999999997,14.815,18.124,16.331,18.124,14.815
16.604999999999997,10.758,7.872000000000001,14.581,13.289,16.604999999999997,14.338,16.604999999999997,13.289
14.571,8.405,4.029,12.135,11.304,14.571,12.247,14.571,11.304
13.220999999999998,6.374,1.354,10.134,9.394,13.220999999999998,10.791,13.220999999999998,9.394
11.904000000000002,6.074999999999998,0.8050000000000002,9.013,8.844,11.904000000000002,9.819,11.904000000000002,8.844
11.55,6.611000000000001,2.53,9.312,8.905000000000003,11.55,9.731,11.55,8.905000000000003
12.674,7.595,4.9190000000000005,11.3,10.179,12.674,11.334,12.674,10.179
14.762,11.742,10.116,14.033,13.422,14.762,13.704,14.762,13.422
15.957,11.723,10.547,15.425999999999998,13.935,15.957,15.048,15.957,13.935
18.582,14.11,13.445,18.364,16.401,18.582,17.227999999999998,18.582,16.401
20.441,15.156,14.328,20.273,17.932000000000002,20.441,19.192,20.441,17.932000000000002
19.885,13.547,12.621,19.265,16.650000000000002,19.885,17.964000000000002,19.885,16.650000000000002
18.627,13.341,11.675,17.706999999999994,16.159000000000002,18.627,16.727999999999998,18.627,16.159000000000002
17.305,10.531,7.277,15.437,13.851,17.305,15.075,17.305,13.851
16.233999999999998,10.775,5.799,13.878,13.643,16.233999999999998,14.145,16.233999999999998,13.643
13.839,7.752000000000001,2.638,11.074000000000002,10.967,13.839,11.601,13.839,10.967
12.459,7.231,1.984,9.843,9.992,12.459,10.573,12.459,9.992
12.738,7.374,3.258,10.542,9.964,12.738,11.05,12.738,9.964
13.053,8.592,6.148,11.582999999999998,10.977,13.053,11.504,13.053,10.977
15.262,10.99,9.108,14.479,13.535,15.262,14.22,15.262,13.535
15.775,11.582,10.851,15.193,13.886,15.775,14.685,15.775,13.886
17.129,13.211,12.4,16.831,15.311,17.129,15.812,17.129,15.311
18.845,14.844,14.421,18.715,16.840999999999998,18.845,17.642,18.845,16.840999999999998
20.259,14.74,13.666,19.950000000000006,17.817,20.259,18.894,20.259,17.817
18.435,12.081,10.241,17.383999999999997,15.439,18.435,16.680999999999994,18.435,15.439
15.742,9.642,6.617999999999999,13.831,12.546,15.742,13.579,15.742,12.546
14.579999999999998,8.814,4.308,12.093,11.67,14.579999999999998,12.423,14.579999999999998,11.67
12.792,5.797999999999999,0.246,9.882,9.529,12.792,10.674,12.792,9.529
12.668,5.694999999999999,0.18,9.552,9.011,12.668,10.183,12.668,9.011
11.65,6.09,2.088,9.301,8.701,11.65,9.562,11.65,8.701
13.105,8.369,5.861000000000001,11.591,10.824000000000002,13.105,11.525,13.105,10.824000000000002
14.038,10.436,8.988999999999997,13.203,12.375,14.038,12.782,14.038,12.375
